cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
4,0.56,40.71408463,-73.84867859,1,40.72112656,-73.84411621,0,2,0,1,18,0,11,35,0,1,18,0,14,7
14.5,4.04,40.73285294,-73.85218048,1,40.74351501,-73.92353821,0,2,4,1,1,0,45,19,4,1,1,0,58,8
7,0.86,40.69276047,-73.99263,2,40.69361496,-73.98323059,0,2,0,1,11,15,31,36,0,1,11,15,40,12
30,9.96,40.72732544,-74.00048828,2,40.7664299,-73.92021179,0,2,4,1,1,22,51,13,4,1,1,23,12,47
4.5,0.6,40.69263077,-73.9917984,1,40.69999695,-73.99153137,0,1,2,1,13,9,11,20,2,1,13,9,15,33
4,0.5,40.80490112,-73.95627594,1,40.79946518,-73.95503998,0,1,5,1,2,10,42,37,5,1,2,10,44,47
10.5,2.45,40.69827652,-73.94381714,1,40.71951675,-73.9559021,0,2,5,1,30,2,43,50,5,1,30,2,55,44
8,1.72,40.79604721,-73.96492767,1,40.80793381,-73.9453125,0,2,6,1,3,15,58,38,6,1,3,16,6,51
5.5,0.8,40.81103897,-73.958992,2,40.81993103,-73.95534515,0,1,5,1,9,10,47,29,5,1,9,10,52,29
8.5,1.84,40.74919891,-73.86856842,6,40.74599838,-73.89880371,0,2,5,1,9,4,20,19,5,1,9,4,28,45
5.5,0.77,40.8005867,-73.96936035,1,40.81023788,-73.96221161,0,2,3,1,28,18,26,25,3,1,28,18,31,19
14.5,2.94,40.823246,-73.9056015,1,40.80877304,-73.94803619,0,2,5,1,2,19,46,19,5,1,2,20,5,13
7.5,1.44,40.67183304,-73.96391296,1,40.67383575,-73.98567963,0,2,5,1,16,11,43,2,5,1,16,11,50,43
28,8.07,40.76006317,-73.96447754,5,40.68708801,-73.97570801,0,2,4,1,29,18,6,58,4,1,29,18,40,26
15.5,0.4,40.71128464,-73.85993195,1,40.71125031,-73.85855103,1,1,2,1,27,21,35,40,2,1,27,22,2,13
8,1.36,40.69170761,-73.99584961,1,40.70383072,-73.98625946,0,2,2,1,20,18,39,11,2,1,20,18,49,0
12.5,3.22,40.85981369,-73.92235565,1,40.84072876,-73.94019318,0,2,2,1,27,19,54,13,2,1,27,20,6,17
8,1.77,40.6803093,-73.80503082,1,40.7004509,-73.80771637,0,2,5,1,2,21,53,20,5,1,2,21,59,46
22.5,6.63,40.81273651,-73.86242676,1,40.82608795,-73.949646,0,2,2,1,13,15,37,2,2,1,13,16,2,36
12.5,2.72,40.68809128,-73.96664429,1,40.71440125,-73.9569931,0,2,5,1,16,22,33,13,5,1,16,22,48,35
4.5,0.6,40.8145752,-73.94573212,1,40.8080368,-73.94515991,0,2,1,1,19,0,25,22,1,1,19,0,30,40
5.5,0.77,40.68614578,-73.9684906,1,40.68167877,-73.97697449,0,2,6,1,3,18,18,58,6,1,3,18,24,59
10,2.84,40.77447128,-73.87238312,1,40.77004242,-73.91779327,0,2,4,1,8,17,7,52,4,1,8,17,14,21
5.5,1.13,40.79707718,-73.93800354,1,40.78977203,-73.94819641,0,2,4,1,29,23,55,55,4,1,29,23,59,50
5.5,0.85,40.74456024,-73.88498688,1,40.74811172,-73.89662933,0,2,6,1,3,19,46,23,6,1,3,19,52,13
15.5,4.58,40.74920273,-73.99224854,1,40.8048439,-73.9641037,0,2,6,1,3,10,32,10,6,1,3,10,48,4
7.5,1,40.72615814,-73.9489975,1,40.71458817,-73.96125031,0,2,5,1,9,20,32,59,5,1,9,20,42,55
19,4.48,40.739048,-73.94255066,1,40.74837875,-73.87609863,0,2,3,1,21,11,15,39,3,1,21,11,38,18
6.5,1.36,40.71350861,-73.82299042,1,40.72154236,-73.84421539,0,2,6,1,17,18,48,52,6,1,17,18,54,17
5,0.63,40.74451447,-73.91040039,1,40.74346924,-73.92329407,0,2,5,1,2,1,44,8,5,1,2,1,48,38
10.5,2.59,40.80215836,-73.93679047,1,40.80141068,-73.93745422,0,2,6,1,17,5,12,27,6,1,17,5,22,35
23.5,3.14,40.87470627,-73.91007233,1,40.87622452,-73.90713501,0,2,6,1,17,4,25,48,6,1,17,5,1,20
5.5,1.04,40.72587585,-73.94178772,1,40.71794891,-73.95756531,0,2,4,1,22,22,43,49,4,1,22,22,48,49
25,7.07,40.75821686,-73.97583771,1,40.83491898,-73.94430542,0,2,6,1,17,11,37,3,6,1,17,11,57,40
15,3.94,40.67589188,-73.94496155,1,40.72141266,-73.95758057,0,2,5,1,30,0,22,23,5,1,30,0,42,13
7,1.36,40.71659088,-73.94192505,1,40.71762848,-73.96252441,0,2,6,1,17,22,5,40,6,1,17,22,12,5
26,6.3,40.81071091,-73.95278931,1,40.85437012,-73.93354034,0,1,1,1,12,9,40,17,1,1,12,10,12,46
9,1.86,40.7650528,-73.92276001,1,40.74650574,-73.91786957,0,2,0,1,11,11,38,54,0,1,11,11,49,34
5,0.86,40.75596619,-73.92140961,1,40.74431229,-73.92604828,0,2,4,1,1,3,17,42,4,1,1,3,20,49
27.5,6.56,40.74936676,-73.98421478,1,40.74723053,-73.88776398,0,2,0,1,11,10,16,56,0,1,11,10,49,29
6,0.98,40.68797684,-73.95506287,1,40.68596268,-73.97350311,0,2,5,1,9,1,52,55,5,1,9,1,59,4
8,1.59,40.70643234,-73.94309998,1,40.71712875,-73.95845795,0,2,5,1,9,23,45,51,5,1,9,23,54,20
9.5,2.29,40.6938591,-73.9302597,1,40.6808815,-73.95468903,0,2,0,1,11,7,59,38,0,1,11,8,9,3
7.5,1.55,40.70100403,-73.92599487,1,40.69131851,-73.92546082,0,2,4,1,1,0,15,25,4,1,1,0,23,18
27.5,8.32,40.77033234,-73.86475372,1,40.80824661,-73.95996857,0,2,2,1,20,9,35,30,2,1,20,10,0,24
21,5.1,40.70034027,-73.90937042,1,40.68569565,-73.98970795,0,1,3,1,14,18,37,8,3,1,14,19,7,14
7,1.29,40.70147705,-73.98454285,1,40.68669128,-73.97937775,0,2,1,1,12,20,35,57,1,1,12,20,42,52
9.5,2.83,40.77428436,-73.87164307,1,40.77007675,-73.91778564,0,2,5,1,16,18,2,19,5,1,16,18,7,44
16,3.6,40.79018021,-73.97520447,1,40.81840515,-73.93789673,0,1,3,1,21,19,8,55,3,1,21,19,29,49
25,5.5,40.75714874,-73.97840881,1,40.81904221,-73.94482422,0,1,0,1,4,8,40,49,0,1,4,9,15,47
7.5,1.53,40.69127655,-73.98435211,1,40.68068695,-73.97759247,0,2,4,1,22,0,48,10,4,1,22,0,56,20
11,2.7,40.76416397,-73.82653046,1,40.74307251,-73.85125732,0,1,2,1,20,8,43,3,2,1,20,8,54,9
19.5,4.5,40.67795944,-73.89084625,1,40.68510818,-73.97654724,0,1,3,1,14,10,17,40,3,1,14,10,44,50
24,6,40.76020813,-73.99129486,1,40.77620316,-73.91044617,0,1,0,1,4,17,56,39,0,1,4,18,27,35
6.5,1.03,40.8174057,-73.96050262,1,40.80820084,-73.94629669,0,2,5,1,16,21,41,27,5,1,16,21,48,46
11.5,2.89,40.67502213,-73.95649719,1,40.71038055,-73.96346283,0,2,1,1,12,21,12,15,1,1,12,21,24,55
5,0.8,40.81330872,-73.94499207,1,40.80670166,-73.95368195,0,2,5,1,16,2,18,44,5,1,16,2,22,8
4.5,0.91,40.79108429,-73.94711304,1,40.80243683,-73.93889618,0,2,5,1,2,21,3,48,5,1,2,21,6,2
8,1.54,40.67957687,-73.96812439,1,40.68733978,-73.99349976,0,2,5,1,16,21,25,48,5,1,16,21,34,48
27.5,7.1,40.74394226,-73.98777771,1,40.7456131,-73.9037323,0,1,5,1,2,10,51,26,5,1,2,11,23,49
8.5,1.66,40.74683762,-73.85839081,2,40.73391342,-73.86928558,0,2,4,1,1,18,30,41,4,1,1,18,40,23
12,1.98,40.71236038,-73.95560455,1,40.72759628,-73.95156097,0,2,3,1,28,9,59,35,3,1,28,10,15,46
7.5,1.47,40.80544662,-73.96564484,5,40.81317139,-73.95632935,0,2,5,1,2,13,14,43,5,1,2,13,22,16
7,1.63,40.68812561,-73.95314026,1,40.68441772,-73.97825623,0,2,6,1,10,2,16,42,6,1,10,2,23,28
8,1.22,40.75419617,-73.81058502,1,40.7609024,-73.82489777,0,2,0,1,25,19,23,36,0,1,25,19,34,18
4,0.46,40.71175766,-73.82886505,1,40.71487045,-73.8322525,0,2,4,1,29,20,39,19,4,1,29,20,42,28
17,5.1,40.67029572,-73.95825195,1,40.72997284,-73.95770264,0,1,5,1,2,2,59,20,5,1,2,3,15,36
7.5,1.41,40.81200027,-73.93562317,1,40.80663681,-73.95373535,0,2,5,1,2,19,43,9,5,1,2,19,50,42
5,0.56,40.7502861,-73.88528442,1,40.75567627,-73.8837204,0,2,1,1,19,18,6,21,1,1,19,18,11,8
7,1.51,40.68385696,-73.81494904,1,40.69923401,-73.80718994,0,2,2,1,20,20,45,47,2,1,20,20,52,46
8.5,1,40.66674805,-73.91777802,1,40.66902924,-73.93003082,0,1,1,1,12,17,23,47,1,1,12,17,34,24
5,0.5,40.79552841,-73.94396973,2,40.79426575,-73.94889832,0,1,1,1,5,7,54,38,1,1,5,7,59,50
4.5,0.72,40.77012634,-73.91835022,1,40.77391815,-73.93096924,0,2,4,1,8,22,50,39,4,1,8,22,54,5
7,1.22,40.66257095,-73.99226379,1,40.67738724,-73.97975159,0,2,6,1,10,19,4,56,6,1,10,19,12,5
7.5,1.02,40.68573761,-74.00048828,1,40.69223404,-73.99082184,0,2,2,1,27,17,38,56,2,1,27,17,48,34
8.5,1.18,40.81625748,-73.92720795,1,40.82400513,-73.94447327,0,2,3,1,14,7,55,52,3,1,14,8,6,5
5,0.9,40.74137115,-73.89964294,1,40.74554443,-73.88869476,0,1,6,1,3,20,54,5,6,1,3,20,57,34
14,2.37,40.75882339,-73.97062683,4,40.78804398,-73.95571136,0,2,2,1,20,9,59,6,2,1,20,10,19,47
10,2.52,40.76348877,-73.97200012,2,40.74585724,-73.94818115,0,2,2,1,27,6,14,53,2,1,27,6,23,53
5.5,0.9,40.74693298,-73.94277954,1,40.74797058,-73.95643616,0,1,3,1,7,8,36,27,3,1,7,8,41,23
21.5,6.96,40.70810318,-73.95700836,1,40.77096176,-73.91693115,0,2,3,1,14,5,37,28,3,1,14,5,50,30
7.5,1.62,40.76347733,-73.94854736,2,40.75646973,-73.92475891,0,2,5,1,16,2,14,50,5,1,16,2,21,17
18,4.49,40.69955063,-73.92157745,1,40.67507172,-73.98138428,0,2,5,1,30,0,21,56,5,1,30,0,44,51
7.5,1.53,40.74211121,-73.85090637,1,40.7223587,-73.84394073,0,2,0,1,4,19,32,43,0,1,4,19,40,51
6,0.95,40.74705505,-73.89091492,1,40.75564194,-73.88547516,0,2,1,1,19,8,41,56,1,1,19,8,47,55
5.5,1.28,40.68362045,-73.99732971,1,40.67774582,-73.98271179,0,2,3,1,21,1,43,5,3,1,21,1,46,46
7.5,1.77,40.716465,-73.83318329,6,40.73281097,-73.84960938,0,2,6,1,10,16,22,46,6,1,10,16,28,55
18.5,4.1,40.71806717,-73.94522858,1,40.67586517,-73.95612335,0,1,4,1,8,12,4,57,4,1,8,12,30,34
5,0.79,40.80220795,-73.94985199,1,40.79635239,-73.93614197,0,2,1,1,12,12,22,46,1,1,12,12,27,32
13,3,40.67250443,-73.99118805,1,40.68055725,-73.95230865,0,1,5,1,2,8,30,25,5,1,2,8,45,48
6.5,1.34,40.79216766,-73.93803406,1,40.80475616,-73.93796539,0,2,4,1,29,21,12,32,4,1,29,21,18,46
6,1.4,40.787323,-73.95211029,1,40.80527878,-73.9392395,0,1,5,1,16,23,38,46,5,1,16,23,42,59
11.5,2.75,40.66413879,-73.92629242,1,40.68124008,-73.95584106,0,2,1,1,5,19,57,42,1,1,5,20,10,42
12.5,2.85,40.78776169,-73.97470856,1,40.81990051,-73.9553833,0,2,4,1,22,12,34,6,4,1,22,12,49,48
7,0.93,40.86588287,-73.9230957,1,40.85935593,-73.92895508,0,2,1,1,5,14,23,28,1,1,5,14,29,1
6,1,40.80127716,-73.96977234,1,40.80978012,-73.95887756,0,2,2,1,13,17,16,33,2,1,13,17,22,17
15.5,4.26,40.73358917,-73.87528992,1,40.76201248,-73.92550659,0,2,3,1,14,22,18,50,3,1,14,22,34,34
15.5,3.92,40.68056107,-73.84399414,1,40.72674179,-73.85359955,0,2,0,1,4,11,28,43,0,1,4,11,45,18
8,1.8,40.71847916,-73.98756409,1,40.70888901,-73.95906067,0,1,5,1,30,7,37,44,5,1,30,7,43,39
5.5,1,40.578228,-73.95030975,1,40.58734512,-73.95425415,0,1,1,1,5,0,36,5,1,1,5,0,39,37
10,2.44,40.69401932,-73.96096802,5,40.69120026,-73.97879028,0,2,1,1,26,17,6,20,1,1,26,17,25,29
4.5,0.55,40.79690933,-73.97013855,1,40.8044281,-73.96687317,0,2,1,1,26,16,26,49,1,1,26,16,30,49
19,4.56,40.74642181,-73.94416046,1,40.6940155,-73.96414948,0,2,4,1,15,7,5,31,4,1,15,7,28,32
11,2.98,40.72214127,-73.95871735,1,40.68835068,-73.96588135,0,2,4,1,1,21,11,26,4,1,1,21,21,54
11,2.29,40.67608261,-73.95603943,1,40.68671417,-73.99028778,0,2,5,1,30,12,58,56,5,1,30,13,12,23
7,0.5,40.80217743,-73.94203186,1,40.8070755,-73.94569397,0,1,4,1,15,17,48,6,4,1,15,17,56,59
16,3.38,40.8109436,-73.92444611,5,40.80484009,-73.96604156,0,2,2,1,6,15,21,40,2,1,6,15,43,33
24.5,7.1,40.75044632,-73.99482727,1,40.69628906,-73.98975372,0,1,3,1,21,13,1,4,3,1,21,13,27,14
8,1.38,40.85202026,-73.93054962,1,40.86541748,-73.92714691,0,2,4,1,8,22,11,55,4,1,8,22,20,19
9,1.95,40.74321365,-73.85520935,1,40.72102737,-73.84421539,0,2,0,1,18,20,35,28,0,1,18,20,45,23
9,1.85,40.81515121,-73.94342041,1,40.80337906,-73.96459961,0,2,3,1,14,21,15,18,3,1,14,21,24,38
9,1.31,40.78448868,-73.97163391,1,40.80186462,-73.96075439,0,2,2,1,27,13,45,12,2,1,27,13,57,44
9,1.46,40.80162048,-73.96800232,1,40.79074097,-73.95366669,0,2,3,1,14,17,32,9,3,1,14,17,42,55
9.5,2,40.66698456,-73.98813629,2,40.67490387,-73.96465302,0,1,3,1,28,11,35,54,3,1,28,11,46,21
7.5,1.45,40.73828506,-73.90287018,1,40.74581146,-73.90333557,0,2,0,1,4,18,4,19,0,1,4,18,12,30
11.5,1.77,40.8218956,-73.95491028,1,40.8049469,-73.93888855,0,2,4,1,22,9,7,47,4,1,22,9,24,14
2.5,0.1,40.80883026,-73.94838715,1,40.80783844,-73.94911194,0,1,0,1,25,1,57,41,0,1,25,1,58,17
6,1.05,40.73467255,-73.89322662,5,40.74643326,-73.89077759,0,2,3,1,21,15,49,47,3,1,21,15,56,3
10,2.38,40.87624359,-73.90932465,1,40.86200714,-73.8939743,0,2,2,1,13,11,45,14,2,1,13,11,56,28
6.5,0.96,40.75545883,-73.88554382,1,40.74690628,-73.89122772,0,2,4,1,15,17,42,30,4,1,15,17,49,50
22.5,7.07,40.78409195,-73.84587097,1,40.74777985,-73.89253235,0,2,6,1,17,19,3,30,6,1,17,19,22,49
4.5,0.62,40.7792511,-73.91983795,1,40.7755127,-73.91174316,0,2,2,1,13,21,23,37,2,1,13,21,27,8
6,1.23,40.68143845,-73.9802475,1,40.66685486,-73.98822021,0,2,5,1,30,5,14,31,5,1,30,5,19,19
4,0.43,40.82855225,-73.95078278,1,40.82323456,-73.95272827,0,2,1,1,5,7,38,23,1,1,5,7,41,33
4,0.6,40.71017838,-73.96220398,1,40.71689987,-73.95663452,0,1,3,1,7,14,57,28,3,1,7,15,0,35
11.5,3.14,40.75783157,-73.88671875,1,40.74310303,-73.91984558,0,2,5,1,2,12,32,47,5,1,2,12,42,46
6.5,0.93,40.69316101,-73.98893738,1,40.70218658,-73.98284912,0,2,3,1,28,8,59,43,3,1,28,9,6,35
14,3.68,40.86427689,-73.92138672,1,40.82642746,-73.92156219,0,2,2,1,6,15,58,49,2,1,6,16,12,10
4.5,0.48,40.76735687,-73.92411804,4,40.76173019,-73.92542267,0,2,1,1,26,19,38,43,1,1,26,19,42,46
22.5,7.46,40.73473358,-73.95913696,1,40.67476654,-73.99958038,0,2,1,1,5,6,1,34,1,1,5,6,18,46
5.5,0.77,40.69206619,-73.99353027,1,40.68239212,-73.9981842,0,2,2,1,6,17,12,5,2,1,6,17,17,56
9,1.86,40.79498672,-73.97442627,1,40.81287384,-73.95677948,0,2,0,1,11,7,51,33,0,1,11,8,0,23
17.5,4.91,40.70292282,-73.93325043,3,40.68507767,-73.97803497,0,2,5,1,16,22,4,54,5,1,16,22,22,27
9,1.72,40.78895187,-73.95297241,1,40.80078506,-73.95812988,0,2,2,1,27,13,25,37,2,1,27,13,37,1
14.5,2.17,40.6657486,-73.98969269,5,40.68325806,-73.99536133,0,2,0,1,11,17,45,55,0,1,11,18,7,3
5.5,1.05,40.69571304,-73.96954346,6,40.69392776,-73.98707581,0,2,4,1,8,20,14,18,4,1,8,20,18,12
13,2.76,40.70411682,-73.93857574,1,40.67126083,-73.9258728,0,2,4,1,15,13,29,3,4,1,15,13,45,54
18.5,4.06,40.74023438,-73.99452972,1,40.71460342,-73.95780945,0,2,5,1,30,2,3,9,5,1,30,2,27,56
8,1.35,40.86303329,-73.86452484,1,40.84539032,-73.86610413,0,2,1,1,26,8,14,24,1,1,26,8,25,0
3.5,0.51,40.7110672,-73.95046997,5,40.71194077,-73.94120026,0,2,0,1,11,23,55,4,0,1,11,23,56,25
6,0.73,40.7852478,-73.95122528,1,40.79347229,-73.94939423,0,2,2,1,6,7,28,15,2,1,6,7,34,58
9,2.1,40.67462158,-73.9978714,1,40.67546082,-74.01580048,0,1,5,1,9,16,39,10,5,1,9,16,48,49
4.5,0.7,40.75520325,-73.93093109,1,40.76408768,-73.92379761,0,2,0,1,4,9,55,10,0,1,4,9,57,55
11.5,2.27,40.68046188,-73.97457886,1,40.65022659,-73.96095276,0,2,5,1,30,18,22,13,5,1,30,18,36,34
9,1.99,40.78751755,-73.97467804,1,40.80337143,-73.95278931,0,2,0,1,18,13,19,54,0,1,18,13,30,1
22.5,7.45,40.82789612,-73.85334778,1,40.76625824,-73.9130249,0,2,6,1,17,21,57,39,6,1,17,22,13,37
4,0.62,40.69300079,-73.80558777,1,40.70074463,-73.80779266,0,2,3,1,14,1,14,53,3,1,14,1,17,25
9,1.48,40.8392067,-73.94094086,1,40.82055664,-73.95461273,0,2,3,1,28,9,13,38,3,1,28,9,24,5
6,0.96,40.72950363,-73.9575119,1,40.71789932,-73.95759583,0,2,4,1,29,23,22,49,4,1,29,23,28,1
4.5,0.7,40.68984222,-73.9802475,1,40.68981171,-73.9662323,0,1,1,1,5,9,1,26,1,1,5,9,5,5
8.5,2.19,40.64328384,-73.97457123,2,40.6685257,-73.98022461,0,2,1,1,19,20,53,51,1,1,19,21,0,6
12,3.22,40.82731247,-73.94613647,1,40.80112076,-73.931633,0,2,4,1,1,21,5,13,4,1,1,21,15,15
6,1.02,40.6977005,-73.94831085,1,40.68886566,-73.96050262,0,2,4,1,22,14,6,27,4,1,22,14,12,41
7,1.25,40.79314041,-73.95195007,1,40.80639267,-73.94244385,0,2,1,1,19,7,58,41,1,1,19,8,6,32
4.5,0.7,40.78502655,-73.9464035,1,40.79148483,-73.93878937,0,2,2,1,20,14,57,46,2,1,20,15,0,59
9.5,1.97,40.8321228,-73.91952515,1,40.8241806,-73.94493103,0,2,6,1,17,6,46,1,6,1,17,6,57,1
8,1.43,40.75327682,-73.87195587,1,40.7473259,-73.89282227,0,2,1,1,5,10,16,35,1,1,5,10,26,44
4,0.33,40.82498169,-73.94024658,1,40.82471085,-73.93690491,0,2,2,1,20,14,24,5,2,1,20,14,27,18
7.5,1.41,40.6871376,-73.81427765,1,40.70045853,-73.80754089,0,2,4,1,29,19,44,50,4,1,29,19,52,26
8.5,1.38,40.67681122,-73.98664093,1,40.69141388,-73.98738861,0,2,5,1,30,18,56,8,5,1,30,19,6,24
9,1.89,40.85479736,-73.86565399,1,40.86226654,-73.89615631,0,2,5,1,2,16,40,50,5,1,2,16,50,27
12.5,3.14,40.7166214,-73.95900726,1,40.69790649,-73.92792511,0,2,4,1,1,1,38,20,4,1,1,1,53,26
5,0.64,40.71311951,-73.84085083,1,40.72136307,-73.84432983,0,2,4,1,8,0,30,22,4,1,8,0,35,2
16,4.06,40.70298386,-73.90283203,2,40.72995758,-73.9566803,0,2,4,1,1,0,12,25,4,1,1,0,32,28
6.5,1.18,40.8037262,-73.952034,1,40.81532669,-73.95805359,0,2,1,1,12,0,2,45,1,1,12,0,8,50
9.5,2.64,40.7795639,-73.98400879,1,40.80423355,-73.95734406,0,2,3,1,21,23,43,33,3,1,21,23,51,3
8,1.48,40.76195526,-73.93212891,2,40.7477417,-73.94399261,0,2,6,1,24,16,1,0,6,1,24,16,9,59
6,1.06,40.8021431,-73.95688629,1,40.81578445,-73.94700623,0,2,1,1,5,20,42,4,1,1,5,20,47,36
5,0.76,40.70692444,-73.82410431,1,40.71373749,-73.83021545,0,2,4,1,29,13,48,53,4,1,29,13,53,37
4.5,0.51,40.82210159,-73.93858337,1,40.81529236,-73.94356537,0,2,1,1,19,7,56,29,1,1,19,8,0,9
3.5,0.39,40.67496109,-73.97679138,1,40.6757431,-73.98271942,0,2,3,1,7,13,7,34,3,1,7,13,9,38
8.5,1.4,40.79784775,-73.97127533,1,40.79117584,-73.95295715,0,1,2,1,27,19,28,15,2,1,27,19,37,59
6,1,40.83613586,-73.94322205,1,40.82397079,-73.95212555,1,1,0,1,11,8,51,47,0,1,11,8,57,39
5,0.66,40.7938652,-73.94311523,1,40.79584122,-73.93531799,0,2,4,1,29,13,31,30,4,1,29,13,35,42
14.5,3.31,40.66854858,-73.93061066,1,40.68393707,-73.97879028,0,2,2,1,13,5,54,7,2,1,13,6,11,16
4.5,0.69,40.7135582,-73.96546173,1,40.72181702,-73.95794678,0,2,4,1,29,23,59,35,5,1,30,0,2,57
7,1.4,40.69258118,-73.92578125,1,40.70846176,-73.93991852,0,1,5,1,16,1,8,44,5,1,16,1,15,51
17.5,5.25,40.86719513,-73.92550659,1,40.80527496,-73.96211243,0,2,5,1,30,23,5,13,5,1,30,23,20,26
9.5,2.51,40.65244675,-73.9537735,1,40.67640686,-73.94164276,0,2,3,1,7,5,52,15,3,1,7,6,0,29
14,2.58,40.67495346,-73.98143005,6,40.68701935,-73.97770691,0,2,4,1,29,20,15,2,4,1,29,20,34,51
5,0.52,40.68257904,-73.94094086,1,40.6773262,-73.9438324,0,2,3,1,14,8,14,40,3,1,14,8,19,52
8,1.03,40.8044548,-73.96278381,1,40.80521774,-73.96582031,0,2,0,1,11,13,42,46,0,1,11,13,53,24
21.5,6.19,40.84643173,-73.93688202,1,40.80410767,-73.96305847,0,2,2,1,6,23,12,45,2,1,6,23,33,9
21.5,6.9,40.80305862,-73.95628357,5,40.7571106,-73.91500854,0,2,2,1,6,1,37,27,2,1,6,1,57,6
7.5,1.11,40.70963669,-73.94363403,1,40.72180939,-73.95054626,0,2,5,1,23,1,39,18,5,1,23,1,49,17
7,0.6,40.80619049,-73.94181824,1,40.81061935,-73.95245361,0,1,4,1,15,16,32,20,4,1,15,16,41,9
18.5,4.09,40.63403702,-73.94639587,1,40.68298721,-73.97373962,0,2,6,1,10,16,0,50,6,1,10,16,26,44
20,5.6,40.68412399,-73.95027924,1,40.67290115,-74.0016098,0,1,0,1,18,19,18,37,0,1,18,19,38,58
7,1.2,40.68387985,-73.97699738,1,40.68162918,-73.99397278,0,1,2,1,27,6,24,39,2,1,27,6,31,38
10,1.85,40.70808029,-73.95422363,1,40.72495651,-73.95724487,0,2,5,1,16,18,11,41,5,1,16,18,24,40
6,0.69,40.74695206,-73.87740326,1,40.74671173,-73.89229584,0,2,2,1,27,14,6,41,2,1,27,14,13,47
13.5,2.86,40.76746368,-73.98834229,1,40.78900146,-73.95505524,0,2,1,1,12,9,53,39,1,1,12,10,10,40
10,2.37,40.8199234,-73.92656708,1,40.81274033,-73.95588684,0,2,6,1,3,1,30,3,6,1,3,1,40,41
4,0.32,40.67518616,-73.98458862,1,40.67018509,-73.98874664,0,2,2,1,6,13,55,17,2,1,6,13,58,16
6,0.68,40.68946075,-73.98735809,1,40.68476486,-73.97789001,0,2,6,1,10,17,21,48,6,1,10,17,28,17
6,0.83,40.7915802,-73.95095062,1,40.78744125,-73.94154358,0,2,4,1,15,8,44,7,4,1,15,8,51,56
5.5,0.87,40.76708221,-73.90248108,5,40.77003479,-73.91786957,0,2,3,1,21,8,11,45,3,1,21,8,16,25
5.5,0.86,40.80353546,-73.95597076,1,40.81440353,-73.94814301,0,2,0,1,18,19,49,57,0,1,18,19,55,6
31,6.1,40.75166321,-74.00131226,1,40.68881226,-73.98510742,0,1,2,1,20,8,1,20,2,1,20,8,45,57
6,1.08,40.73014832,-73.9553833,1,40.71775818,-73.95781708,0,2,3,1,7,23,55,54,4,1,8,0,1,28
14,1.85,40.71932602,-73.83972168,1,40.72889709,-73.8584671,0,2,0,1,4,17,24,58,0,1,4,17,45,30
5,0.7,40.80540848,-73.94715118,1,40.80298615,-73.9564209,0,1,0,1,18,20,22,35,0,1,18,20,26,40
10.5,2.26,40.7240181,-73.99721527,3,40.70054626,-73.98869324,0,2,4,1,8,16,18,14,4,1,8,16,29,21
8,1.47,40.75260162,-73.87537384,1,40.76750183,-73.88802338,0,2,4,1,8,17,20,54,4,1,8,17,30,14
26.5,9.3,40.75186539,-73.97634888,1,40.66225815,-73.98540497,0,1,4,1,1,3,36,53,4,1,1,3,54,22
16,3.2,40.68258667,-73.94347382,1,40.67309952,-73.97644043,0,1,6,1,17,17,57,31,6,1,17,18,20,37
14.5,3.53,40.70491791,-73.90575409,2,40.71979141,-73.95527649,0,2,5,1,30,5,43,57,5,1,30,6,2,8
7,1.26,40.74610901,-73.86423492,1,40.7477951,-73.88128662,0,2,0,1,25,0,50,54,0,1,25,0,59,29
6,1.1,40.71191025,-73.82572174,2,40.71945953,-73.84259033,0,2,5,1,2,3,8,43,5,1,2,3,14,1
6,1.27,40.69677353,-73.93139648,1,40.69471741,-73.95505524,0,2,1,1,12,4,19,27,1,1,12,4,24,19
4,0.58,40.79308701,-73.94071198,1,40.79003143,-73.94582367,0,2,4,1,1,21,22,19,4,1,1,21,23,51
5.5,0.75,40.74690628,-73.89046478,1,40.74838638,-73.87649536,0,2,4,1,29,3,42,57,4,1,29,3,48,42
15,2.98,40.78803635,-73.97672272,1,40.82664108,-73.9504776,0,2,3,1,28,12,3,57,3,1,28,12,24,34
14.5,3.67,40.68587875,-73.92092133,1,40.71492767,-73.95929718,0,2,1,1,26,23,15,42,1,1,26,23,34,10
4,0.45,40.7037468,-73.93105316,1,40.70112228,-73.94025421,0,2,4,1,29,1,14,19,4,1,29,1,17,13
20,5.06,40.67834473,-73.89706421,1,40.7180748,-73.9574585,0,2,3,1,28,0,34,56,3,1,28,0,58,44
42,13.62,40.86421585,-73.91915894,1,40.74780273,-73.88278961,0,2,5,1,16,0,33,36,5,1,16,1,14,32
30.5,7,40.75893784,-73.96852875,1,40.6963501,-73.9830246,0,1,2,1,20,9,47,20,2,1,20,10,29,48
15.5,4.6,40.74845505,-73.87651825,1,40.76664734,-73.92154694,0,1,6,1,10,20,23,45,6,1,10,20,36,55
3.5,0.4,40.68569183,-73.94143677,1,40.67974854,-73.94124603,0,1,5,1,30,21,48,55,5,1,30,21,50,28
